barra,tension_kv,zona_geografica,contexto_topologico,tipo_contexto,rol_evidencia,resumen_contexto,estres_nodal,prioridad_operativa,prioridad_operativa_p90,ranking_estres_nodal,ranking_prioridad_operativa,score_revision,prioridad,robustez,dependencia_criterio,score_estabilidad,meses_top20_mensual,share_top20_mensual,zona_mensual,lectura_zona_mensual,soporte_evidencia,driver_principal,persistencia,meses_prioridad,meses_seguimiento,meses_score,cobertura_analitica,meses_fuente_coes,meses_observados,nota_cobertura,primer_mes,ultimo_mes,estado_publicacion,accion_recomendada,limite_interpretacion
PARAGSHA2 138,138.0,Contexto geográfico pendiente de validación pública,PARAGSHA I,Subestación de transmisión,Alias COES cerrado con evidencia,PARAGSHA I a 138.0 kV conserva una convención de nombre COES o alias ya cerrada para uso de screening. La lectura útil es comparar la señal de precio con el activo o conexión que explica su relevancia actual.,38.17,37.94,60.06,146,133,43.19,Señal episódica,Alta dependencia,Alta dependencia,36.9228423746026,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,2,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Monitorear comportamiento mensual y verificar si los episodios coinciden con supuestos de exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
SANTA ROSA 220,220.0,Contexto geográfico pendiente de validación pública,SANTA ROSA,Subestación de transmisión,Subestación o activo oficial,"SANTA ROSA a 220.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",39.14,37.52,52.55,140,136,43.11,Señal episódica,Alta dependencia,Alta dependencia,37.72777444866667,1,0.028,Entrada puntual a zona mensual,Tuvo una entrada puntual a la zona ejecutiva; revisar el mes antes de extraer una conclusion general.,A,Ventanas críticas,Episódica,1,1,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Monitorear comportamiento mensual y verificar si los episodios coinciden con supuestos de exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
CT INDEPENDENCIA 60,60.0,Contexto geográfico pendiente de validación pública,INDEPENDENCIA,Subestación de transmisión,Alias COES cerrado con evidencia,INDEPENDENCIA a 60.0 kV conserva una convención de nombre COES o alias ya cerrada para uso de screening. La lectura útil es comparar la señal de precio con el activo o conexión que explica su relevancia actual.,40.6,37.96,52.41,134,132,42.74,Señal episódica,Alta dependencia,Alta dependencia,38.54321418721896,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Episódica,1,1,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Monitorear comportamiento mensual y verificar si los episodios coinciden con supuestos de exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
INDUSTRIALES 220,220.0,Contexto geográfico pendiente de validación pública,INDUSTRIALES,Subestación de transmisión,Subestación o activo oficial,"INDUSTRIALES a 220.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",40.38,38.75,54.1,135,129,42.65,Monitorear,Alta dependencia,Alta dependencia,39.85297013045047,1,0.028,Entrada puntual a zona mensual,Tuvo una entrada puntual a la zona ejecutiva; revisar el mes antes de extraer una conclusion general.,A,Ventanas críticas,Monitorear,0,1,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
INDEPENDENCIA 220,220.0,Contexto geográfico pendiente de validación pública,INDEPENDENCIA,Subestación de transmisión,Subestación o activo oficial,"INDEPENDENCIA a 220.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",39.24,36.85,52.37,139,141,42.54,Señal episódica,Alta dependencia,Alta dependencia,36.83936794415532,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Episódica,1,1,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Monitorear comportamiento mensual y verificar si los episodios coinciden con supuestos de exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
CARAPONGO 220,220.0,Contexto geográfico pendiente de validación pública,LT CARAPONGO - CAJAMARQUILLA,línea/corredor de transmisión,"Línea, terminal o corredor","LT CARAPONGO - CAJAMARQUILLA a 220.0 kV se interpreta como contexto de línea, terminal o corredor. Sirve para orientar revisión topológica y ubicar qué tramo de red debe contrastarse con industria, contrato y confiabilidad.",38.85,37.23,52.73,142,138,42.39,Señal episódica,Alta dependencia,Alta dependencia,37.314300768251854,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Episódica,1,1,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Monitorear comportamiento mensual y verificar si los episodios coinciden con supuestos de exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
CHINCHA NUEVA 220,220.0,Contexto geográfico pendiente de validación pública,CHINCHA NUEVA,Subestación de transmisión,Alias COES cerrado con evidencia,CHINCHA NUEVA a 220.0 kV conserva una convención de nombre COES o alias ya cerrada para uso de screening. La lectura útil es comparar la señal de precio con el activo o conexión que explica su relevancia actual.,40.1,34.81,53.87,137,145,41.75,Monitorear,Alta dependencia,Alta dependencia,34.45195368617081,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,1,23,Cobertura analitica parcial,36,23,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
PARAGSHA2 220,220.0,Contexto geográfico pendiente de validación pública,PARAGSHA,Subestación de transmisión,Alias COES cerrado con evidencia,PARAGSHA a 220.0 kV conserva una convención de nombre COES o alias ya cerrada para uso de screening. La lectura útil es comparar la señal de precio con el activo o conexión que explica su relevancia actual.,35.55,34.97,56.37,153,144,40.4,Monitorear,Alta dependencia,Alta dependencia,35.53498971209878,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,1,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
MARCONA 60,60.0,Contexto geográfico pendiente de validación pública,MARCONA,Subestación de transmisión,Subestación o activo oficial,"MARCONA a 60.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",44.37,37.88,56.37,118,134,40.16,Monitorear,Alta dependencia,Alta dependencia,39.90649172629928,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,0,27,Cobertura analitica alta,36,27,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
HUAMPANI 60,60.0,Contexto geográfico pendiente de validación pública,HUAMAPANI,Subestación de transmisión,Subestación o activo oficial,"HUAMAPANI a 60.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",35.06,32.21,51.63,154,153,39.43,Monitorear,Alta dependencia,Alta dependencia,34.84956085291178,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,1,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
